ASIN,Product Title,Current Price,Original Price,Currency,Discount %,Savings Amount,URL,Image URL,Category,Ratings Count,Star Rating,Brand,Prime
B0DSVQVF98,"Happi Planet | Kitchen Cleaner | India’s 1st Foaming Formulation for Less Scrubbing | 500ml | Suitable for Stoves, Chimneys, Counter Tops, Appliances, Walls & Cabinets | Non Toxic & Natural",200,299,₹,33,99,https://www.amazon.in/dp/B0DSVQVF98?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41WV9xqHY2L._SL160_.jpg,HealthPersonalCare,0,0,Happi Planet,true
B0DG64CL4M,"Happi Planet | Tap Cleaner & Limescale Remover | India’s 1st Foaming Formulation for Reduced Scrubbing Effort, Non-Toxic | 500ml | All Purpose Cleaner Suitable for Bathroom, Tap, Shower, Tiles, Mirror",200,299,₹,33,99,https://www.amazon.in/dp/B0DG64CL4M?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Iyv7Jn0UL._SL160_.jpg,HealthPersonalCare,0,0,Happi Planet,true
B07PJQX981,"Beco Reusable Kitchen Towel Roll-2000 Times Washable|Soft & Highly Absorbent|Better Alternative to Dishcloth, Kitchen Tissue Paper Roll/Paper Towel|Eco Bamboo Wipes for Home Cleaning|20 Sheets",236,350,₹,32,114,https://www.amazon.in/dp/B07PJQX981?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41bNnbPE9mL._SL160_.jpg,Industrial,0,0,Beco,true
B0DLW427YG,"Redmi A4 5G (Sparkle Purple, 4GB RAM, 64GB Storage) | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging | Charger in The Box",7499,10999,₹,31,3500,https://www.amazon.in/dp/B0DLW427YG?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/4146RWmsLuL._SL160_.jpg,Electronics,0,0,Redmi,true
B07R3386PP,"Duracell Alkaline AAA Battery, Pack of 10, Everyday Devices, Clock, Toy, Remote",150,220,₹,31,70,https://www.amazon.in/dp/B07R3386PP?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51V1XguOWnL._SL160_.jpg,Computers,0,0,Duracell,false
B0C9K9ZG1M,Mission: Impossible - Dead Reckoning Part One (4k),5499,7999,₹,31,2500,https://www.amazon.in/dp/B0C9K9ZG1M?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51hXAnsQIaL._SL160_.jpg,MoviesAndTV,0,0,Paramount,true
B0D8HW8SZ7,Vim Dishwash Liquid 3.2L | Removes 100+ Odours & Grease in 1 wash | Infused with power of lemons that leaves no residue,414,600,₹,31,186,https://www.amazon.in/dp/B0D8HW8SZ7?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41gv0dARKSL._SL160_.jpg,Industrial,0,0,VIM,true
0241745160,"Diary of a Wimpy Kid: Partypooper | Hilarious 20th Book in Jeff Kinney’s #1 International Bestseller Series Filled with Birthday Chaos, Laugh-Out-Loud ... Fun: THE BRAND-NEW, HILARIOUS WIMPY KID BOOK",478,699,₹,31,221,https://www.amazon.in/dp/0241745160?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51nPmtDIV5L._SL160_.jpg,Books,0,0,Puffin,true
B0C8JB3G5W,"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [Deep Grey]",1599,2299,₹,30,700,https://www.amazon.in/dp/B0C8JB3G5W?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31hXqtvutdL._SL160_.jpg,Electronics,0,0,OnePlus,true
B0DZ6T16SD,"EvoFox One S Universal 3-Mode Wireless Gaming Controller – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile, Android TV, PS4 & Console Gaming",1599,2299,₹,30,700,https://www.amazon.in/dp/B0DZ6T16SD?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41JusJvM1TL._SL160_.jpg,VideoGames,0,0,EvoFox,true
B0D9M2D2K3,15CM Engineering Cube Mold Concrete Testing Equipment Concrete Cast Iron Cube Mould (Weight 7.3 kg),1400,2000,₹,30,600,https://www.amazon.in/dp/B0D9M2D2K3?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41wFF9SX6wL._SL160_.jpg,Collectibles,0,0,,true
B0B573QW21,"WishCare Hair Growth Serum Concentrate - 3% Redensyl, 4% Anagain, 2% Baicapil, Caffeine, Biotin, Plant Keratin & Rice Water - Hair Growth Serum For Men & Women, 30ml",699,999,₹,30,300,https://www.amazon.in/dp/B0B573QW21?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/4150OTCzbML._SL160_.jpg,Beauty,0,0,WishCare,true
B0BT1M24FN,amazon basics Electric Egg Boiler | 3 Boiling Modes | Automatic Operation | Overheat Protection | 75ml | Plastic | White,459,650,₹,29,191,https://www.amazon.in/dp/B0BT1M24FN?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41z7nDJEy4L._SL160_.jpg,Appliances,0,0,amazon basics,true
B0F9TT7Z5Q,"realme NARZO 80 Lite 5G (Crystal Purple, 6GB+128GB) | 6000mAh Long-Lasting Battery | MediaTek Dimensity 6300 5G | AI Assist | IP64 Rated Water & Dust Resistance | Military-Grade Durability",10748,14999,₹,28,4251,https://www.amazon.in/dp/B0F9TT7Z5Q?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41hyMMjlg2L._SL160_.jpg,Electronics,0,0,realme,true
B0F2YZ1TTZ,"EvoFox Elite X2 Wireless Gaming Controller For PC with 1000Hz Polling Rate, Dual-Mode (2.4G & Type C), Hallsense™ Magnetic Hall 3D Joysticks & Triggers, EZ Click Macros, Dual Vibration Motors(Grey)",1799,2499,₹,28,700,https://www.amazon.in/dp/B0F2YZ1TTZ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41AJk3Ht2XL._SL160_.jpg,VideoGames,0,0,EvoFox,true
B09S6M7JQJ,Ghar Soaps Sandalwood & Saffron Magic Soaps For Bath (300 Gms Pack Of 3) | Paraben Free | Chandan & Kesar Bath Soap | Handmade Soaps For Glowing | Skin Brightening Soap For Men & Women,399,554,₹,27,155,https://www.amazon.in/dp/B09S6M7JQJ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41RkAjrRnbL._SL160_.jpg,HealthPersonalCare,0,0,GHAR SOAPS,true
9390166268,The Psychology of Money,290,399,₹,27,109,https://www.amazon.in/dp/9390166268?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41mxvU9Tu6L._SL160_.jpg,Books,0,0,Jaico,true
B0821PN8L4,Amazon Brand - Presto! Garbage Bags | Medium | 180 Count | 30 Bags X 6 Rolls | 19 X 21 Inches | For Dry & Wet Waste | Black,335,458,₹,26,123,https://www.amazon.in/dp/B0821PN8L4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41hP+bKRAzL._SL160_.jpg,Industrial,0,0,Presto!,true
B0CHX1W1XY,Apple iPhone 15 (128 GB) - Black,51990,69900,₹,25,17910,https://www.amazon.in/dp/B0CHX1W1XY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31KxpX7Xk7L._SL160_.jpg,Electronics,0,0,Apple,true
B0DJQ5YC5F,The Defender (Gods of the Game Book 2),371,499,₹,25,128,https://www.amazon.in/dp/B0DJQ5YC5F?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41JpXeX7OsL._SL160_.jpg,KindleStore,0,0,,false
B0CWYX5MBY,Khola Pata Clay Thali Set | Handcrafted Terracotta Dinnerware | Bengali Red Plate & Bowls | Eco-Friendly | 7 Pcs | 1 Dining Set,1499,1999,₹,25,500,https://www.amazon.in/dp/B0CWYX5MBY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/417afMVw6aL._SL160_.jpg,Collectibles,0,0,Raingear,true
B0DD8JS3L8,Handcrafted Wooden Paint Brush Stand For Artist,299,400,₹,25,101,https://www.amazon.in/dp/B0DD8JS3L8?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31hctCM4oML._SL160_.jpg,Collectibles,0,0,Shashank,false
8172345666,The Power of Your Subconscious Mind: Original Classic Edition | Premium Paperback,149,199,₹,25,50,https://www.amazon.in/dp/8172345666?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41f1KlSQqNL._SL160_.jpg,Books,0,0,FINGERPRINT with FP logo,true
B01IEVIVAC,"Yonex Mavis 200i Nylon Shuttle Cock, Pack of 6 (Yellow)",499,665,₹,24,166,https://www.amazon.in/dp/B01IEVIVAC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41m9a4d0ilL._SL160_.jpg,SportsAndOutdoors,0,0,YONEX,true
B0D1KL34JM,Microsoft Office 2021 Professional - Lifetime Validity - Windows only - Email delivery in 2 Hours- no CD - Email Bind Key,1898,2499,₹,24,601,https://www.amazon.in/dp/B0D1KL34JM?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31ydjpiYM+L._SL160_.jpg,Software,0,0,Microsoft,false
B08Y1TQ8K7,"Duracell CR2032 Lithium Coin Battery, Pack of 5, Specialty Devices, Child Resistant Packaging, Electronic car Keys, Scale",153,200,₹,23,47,https://www.amazon.in/dp/B08Y1TQ8K7?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41G+Bi6ZtuL._SL160_.jpg,Computers,0,0,Duracell,true
B07895T7B1,"McAfee Antivirus 2024 | 1 Device, 3 Year | Antivirus Internet Security Software | Email Delivery",685,899,₹,23,214,https://www.amazon.in/dp/B07895T7B1?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41KkGmKZcLL._SL160_.jpg,Software,0,0,McAfee,true
B07VKM2HR5,"NIVEA Nourishing Body Milk 600ml Body Lotion with Hyaluronic Acid | 72Hr Hydration | Deep Moisture Care for Very Dry Skin | Enriched with Almond Oil | Smooth, Radiant & Healthy Looking Skin Care",342,448,₹,23,106,https://www.amazon.in/dp/B07VKM2HR5?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31g-kdcdSeL._SL160_.jpg,HealthPersonalCare,0,0,NIVEA,true
B0DZ2K8575,All Out Mosquito Kill Racquet | 2X Faster Charging* | Mosquito Bat | Racket to Kill Mosquitoes Instantly | 6 Months Warranty | Long Lasting Battery | Recommended by Indian Medical Association,539,699,₹,22,160,https://www.amazon.in/dp/B0DZ2K8575?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51e-HJOZtDL._SL160_.jpg,GardenAndOutdoor,0,0,All Out,true
B0DHHG1W89,Stray for Nintendo Switch,3949,4999,₹,21,1050,https://www.amazon.in/dp/B0DHHG1W89?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41c37pS4NRL._SL160_.jpg,MoviesAndTV,0,0,,true
B0BYLK9PZC,P.N.Gadgil Jewellers 1 gm Vedhani Gold coin 24 kt (995),14097,17999,₹,21,3902,https://www.amazon.in/dp/B0BYLK9PZC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/3162roNX0yL._SL160_.jpg,Jewelry,0,0,P. N. Gadgil Jewellers,false
B07F8H9NYY,"Comfort Morning Fresh Fabric Conditioner 2 L Refill Pack, After Wash Liquid Fabric Softener - For Softness, Shine & Long Lasting Freshness",379,480,₹,21,101,https://www.amazon.in/dp/B07F8H9NYY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51zDHa19D0L._SL160_.jpg,HealthPersonalCare,0,0,Comfort,true
B0F63BC57M,"FIVE KRAFT Luxury Radha Krishna Wall Art Set of 3 Glass Finishing Acrylic Painting with Flute, Lotus & Peacock Feather | Home Decor, Living Room & Gift Purpose | 48x24 Inches",2999,3799,₹,21,800,https://www.amazon.in/dp/B0F63BC57M?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/415flR98b3L._SL160_.jpg,Collectibles,0,0,FIVE KRAFT,false
B0B6Y3FNV7,"L'Oreal Paris Fresh Hyaluron Moisture 72HR Moisture Sealing Conditioner Powered By Hyaluronic Acid, For Frizz-Free, Hydrated And Bouncy Hair Full Of Life For All Hair Types | 175 Millilitres",188,239,₹,21,51,https://www.amazon.in/dp/B0B6Y3FNV7?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31i9VQAxpvL._SL160_.jpg,Beauty,0,0,L'Oreal Paris,true
B0CXDQWYQP,Godrej aer O – Hanging Car Air Freshener – Assorted Pack of 3 (22.5g) | Gel Lasts up to 30 days | Car Accessories,234,297,₹,21,63,https://www.amazon.in/dp/B0CXDQWYQP?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41MzRsOk3PL._SL160_.jpg,Automotive,0,0,Godrej aer,true
B0DCNWN8NZ,Apple EarPods (USB-C) ​​​​​​​,1599,2000,₹,20,401,https://www.amazon.in/dp/B0DCNWN8NZ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21irBFnTYoL._SL160_.jpg,Electronics,0,0,Apple,true
B07ZZD6XL1,Genteel Matic Liquid Detergent Refill Pouch for Top load Washing - 2kg | No Soda Formula | with Added Fabric Conditioner,256,320,₹,20,64,https://www.amazon.in/dp/B07ZZD6XL1?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/419MSDhdGGL._SL160_.jpg,Industrial,0,0,Genteel,true
B07WQJLYQM,"HIT Crawling Insect Killer Cockroach Killer Spray | Instant Kill | Deep-Reach Nozzle | Fresh Fragrance, 700ml",270,340,₹,20,70,https://www.amazon.in/dp/B07WQJLYQM?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41VhFzfC45L._SL160_.jpg,GardenAndOutdoor,0,0,HIT,true
B07DP24NSR,"Pampers Complete Skin Comfort Pants, Anti-rash blanket, Lotion with Vitamin E & Aloe Vera, Medium (M), 76 Count, 7-12kg",948,1199,₹,20,251,https://www.amazon.in/dp/B07DP24NSR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51ZVgfhpL-L._SL160_.jpg,Baby,0,0,Pampers,true
B07FCHCQCW,"WD-40 Multipurpose Spray, Rust Remover, Cleans Bike Chains, Hinge Lubricant, Loosens Jammed Parts, Degreaser, and Cleaning Agent, 420ml (344.4g)",334,420,₹,20,86,https://www.amazon.in/dp/B07FCHCQCW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41I6wmG-lYL._SL160_.jpg,Automotive,0,0,WD-40,true
B01LNA2MQK,Dettol Liquid Handwash Refill - Original Hand Wash- 1350ml | Germ Defence Formula | 10x Better Germ Protection,176,219,₹,19,43,https://www.amazon.in/dp/B01LNA2MQK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41UIlXu+B+L._SL160_.jpg,Industrial,0,0,Dettol,true
B0DSLPVDNP,"L’Oréal Paris Hyaluron Pure 72H Purifying Shampoo, For oily scalp & dry hair with salicylic and hyaluronic acid, 200 ml",210,259,₹,18,49,https://www.amazon.in/dp/B0DSLPVDNP?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31gS08EteLL._SL160_.jpg,Fashion,0,0,L'Oreal Paris,true
B00IZ932WG,Sparx mens SF0014G Navygrey Flip-flop - 8 UK (SF0014GNVGY0008),286,349,₹,18,63,https://www.amazon.in/dp/B00IZ932WG?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31NuHoH6lpL._SL160_.jpg,Shoes,0,0,SPARX,true
B074N7VHV4,"Tata Sampann Unpolished Toor Dal/Arhar Dal, 1kg",172,210,₹,18,38,https://www.amazon.in/dp/B074N7VHV4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51WVHJCjMWL._SL160_.jpg,HealthPersonalCare,0,0,Tata Sampann,true
B0CQN2BHW8,"Amazon Fire TV Stick HD (newest model), Alexa Voice Remote with TV power & volume controls, full HD streaming device",4499,5499,₹,18,1000,https://www.amazon.in/dp/B0CQN2BHW8?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31jBqiTUjiL._SL160_.jpg,GiftCards,0,0,Amazon,true
8183286011,Dopamine Detox: A Short Guide to Remove Distractions and Get Your Brain to Do Hard Things,199,245,₹,18,46,https://www.amazon.in/dp/8183286011?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41CV+aTeWWL._SL160_.jpg,Books,0,0,Wisdom Tree,true
B0D14BB5XY,"PHILIPS Air Fryer NA120/00, uses up to 90% less fat, 1500W, 4.2 Liter, with Rapid Air Technology (Black), Large",4880,5995,₹,18,1115,https://www.amazon.in/dp/B0D14BB5XY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31yUzU5r4oL._SL160_.jpg,Appliances,0,0,PHILIPS,true
B0DFQ1R3W4,"OnePlus Nord Buds 3 Truly Wireless Bluetooth in Ear Earbuds with Up to 32Db Active Noise Cancellation,10Mins for 11Hours Fast Charging with Up to 43H Music Playback -Harmonic Gray",2299,2799,₹,17,500,https://www.amazon.in/dp/B0DFQ1R3W4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31gtxHHEj9L._SL160_.jpg,Electronics,0,0,OnePlus,true
B00PBX3L7K,Cosrx Advanced Snail 96 Mucin Power Essence (100ml),1199,1450,₹,17,251,https://www.amazon.in/dp/B00PBX3L7K?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/310Qckf2ZtL._SL160_.jpg,LuxuryBeauty,0,0,COSRX,true
B01G0U6CO6,Fortune Dishwasher Active Salt Powder- 1 kg (Pack of 2),200,240,₹,16,40,https://www.amazon.in/dp/B01G0U6CO6?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41g2rJ4ddSL._SL160_.jpg,ToysAndGames,0,0,Fortune,true
B016VXORNA,"Scotch-Brite Sponge Wipe Resusable Kitchen Cleaning foam Cellulose wood Sponge- Easy to use, Multi- color & Biodegradable (pack of 5)",298,355,₹,16,57,https://www.amazon.in/dp/B016VXORNA?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51rTzjC7fYL._SL160_.jpg,ToolsAndHomeImprovement,0,0,Scotch-Brite,true
B084GNRLPW,"Pedigree Adult Wet Dog Food, Chicken & Liver Chunks in Gravy, 70 g (Pack of 30), Complete & Balanced Meal for Adult Dogs",1253,1500,₹,16,247,https://www.amazon.in/dp/B084GNRLPW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51kDBDtvgAL._SL160_.jpg,PetSupplies,0,0,Pedigree,true
B0DNF7X6ZZ,JULIE 180 GRAMS LP,2495,2995,₹,16,500,https://www.amazon.in/dp/B0DNF7X6ZZ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51zsXvK87cL._SL160_.jpg,Music,0,0,Generic,false
B01LZSWXWI,"Roff Cera Clean All Purpose Tile, Floor & Wall Cleaner 1 liter Pack of 1, Advance, Bedroom & Bathroom Floors, Removes Grease, Dirt & Tough Stains",187,225,₹,16,38,https://www.amazon.in/dp/B01LZSWXWI?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41AogZgxQhL._SL160_.jpg,Industrial,0,0,Roff,true
B07S5FBY3J,HIT Anti Mosquito Racquet Rechargeable Insect Killer Bat with LED Light,499,600,₹,16,101,https://www.amazon.in/dp/B07S5FBY3J?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51soyYwbFPL._SL160_.jpg,GardenAndOutdoor,0,0,HIT,true
9373013904,"Oswaal CBSE 15 Sample Question Papers Class 10 Mathematics Standard for 2026 Board Exam (As per CBSE Sample Question Paper issued on 30 July 2025), recommended by 2025 CBSE Toppers",373,449,₹,16,76,https://www.amazon.in/dp/9373013904?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/514jYNzKByL._SL160_.jpg,Books,0,0,Oswaal Books,true
B01HVB3PSY,Bangalore Refinery 24k (999.9) 1 gm Yellow Gold Bar,13739,16200,₹,15,2461,https://www.amazon.in/dp/B01HVB3PSY?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41TZeb8tiTL._SL160_.jpg,Jewelry,0,0,Bangalore Refinery,true
B06VX8YR6Q,Ezee Black Garbage Bags for Dustbin | 90 Pcs | Medium 19 X 21 Inches | 30 Pcs x Pack of 3,169,199,₹,15,30,https://www.amazon.in/dp/B06VX8YR6Q?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41bJ6kzaXSL._SL160_.jpg,HomeAndKitchen,0,0,Ezee Live Life Ezee Way,false
B091Q7JNTC,Titan Minimals Quartz Analog with Date Black Dial Black Metal Strap Watch for Men - NT1806NM01,3396,3995,₹,14,599,https://www.amazon.in/dp/B091Q7JNTC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41l3o8U2CfL._SL160_.jpg,Watches,0,0,Titan,true
B00MVV81MK,"JK Copier Paper - A4, 75 GSM, 1 Ream, 500 Sheets",332,385,₹,13,53,https://www.amazon.in/dp/B00MVV81MK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Utcj-cw1L._SL160_.jpg,Computers,0,0,JK,true
B0CGJ2WTJR,"All Out Ultra Liquid Vaporizer, 4 Refills (45ml) | Kills Dengue, Malaria & Chikungunya Spreading Mosquitoes | India's Only Mosquito Killer Brand Recommended by Indian Medical Association",270,310,₹,12,40,https://www.amazon.in/dp/B0CGJ2WTJR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41oQ0jDRWxL._SL160_.jpg,GardenAndOutdoor,0,0,All Out,true
9368907757,"Educart CBSE Sample Paper Class 10 2025-26 - Science, Mathematics Standard, Social Science & English (Introducing exclusive step-by-step new practice concept on 2026 pattern) Set of 4 Books",1563,1796,₹,12,233,https://www.amazon.in/dp/9368907757?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51R6WhaMZXL._SL160_.jpg,Books,0,0,EduCart,true
B01ESPB2WM,Motul Combo of C2 Chain Lube (150 ml) and C1 Chain Clean for All Bikes (150 ml) (LBCH001),420,480,₹,12,60,https://www.amazon.in/dp/B01ESPB2WM?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51H7z5BGMaL._SL160_.jpg,Automotive,0,0,Motul,true
B00XTSR652,Khushi's Pizza Magic Seasoning 50g – 100% Natural Pizza & Pasta Spice Mix | No Preservatives | Enhances Italian Flavors.,70,79,₹,11,9,https://www.amazon.in/dp/B00XTSR652?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/618lom4xUJL._SL160_.jpg,Music,0,0,Khushi's,true
B0BS6TQG87,L’Oréal Professionnel Scalp Advanced Anti-Dandruff Dermo-Clarifier Shampoo 300ml | Removes Dandruff & Gently Clarifies the Scalp with Piroctone Olamine | For Men & Women,792,895,₹,11,103,https://www.amazon.in/dp/B0BS6TQG87?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/317rCWWS+XL._SL160_.jpg,LuxuryBeauty,0,0,L'Oréal Professionnel Paris,true
B01CCGW4OE,"Cetaphil Paraben, Sulphate-Free Gentle Skin Hydrating Face Wash Cleanser with Niacinamide, Vitamin B5 for Dry to Normal, Sensitive Skin - 125 ml",378,429,₹,11,51,https://www.amazon.in/dp/B01CCGW4OE?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31K5tBuI3ZL._SL160_.jpg,HealthPersonalCare,0,0,Cetaphil,true
B07HBMB3WW,"Drools Adult Dry Dog Food Chicken and Egg, 3kg with Free 1.2kg, Total 4.2 kg Pack",763,849,₹,10,86,https://www.amazon.in/dp/B07HBMB3WW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41nXO0RsQdL._SL160_.jpg,PetSupplies,0,0,Drools,true
B07JQJFCS2,"Drools Absolute Dog Supplement Treat Calcium Bone Jar - 40 Pieces (600G Pack), For All Life Stages",405,450,₹,10,45,https://www.amazon.in/dp/B07JQJFCS2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41EAv2BbnZS._SL160_.jpg,PetSupplies,0,0,Drools,true
B06Y3WVH2X,L'Oréal Professionnel Serie Expert Absolut Repair Shampoo| For dry and damaged hair| Provides softness and shine | With Wheat Oil (90ml),675,750,₹,10,75,https://www.amazon.in/dp/B06Y3WVH2X?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31pMRYDwbwL._SL160_.jpg,LuxuryBeauty,0,0,L'Oréal Professionnel Paris,true
B0744GC2CK,"L'Oréal Professionnel Absolut Repair Shampoo for Dry & Damaged Hair - 300ml | Professional shampoo for Strengthening and Repairing Hair, With Protein & Omega-9, For Men & Women",670,750,₹,10,80,https://www.amazon.in/dp/B0744GC2CK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/316mNphZuPL._SL160_.jpg,LuxuryBeauty,0,0,L'Oréal Professionnel Paris,true
B0188QRVCM,Bangalore Refinery 999 Purity Silver Bar cum Coin 100 Gram,16573,18500,₹,10,1927,https://www.amazon.in/dp/B0188QRVCM?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31IfYe3l+BL._SL160_.jpg,Jewelry,0,0,Bangalore Refinery,true
B078HC9V8B,"Exo Dishwash Bar, 480gm (120gm X (3 + 1 Bar Free) | Goodness Of Ginger | Remove Tough Grime, Kills Bacteria & Sanitizes The Utensils",27,30,₹,10,3,https://www.amazon.in/dp/B078HC9V8B?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Ni-rXQ+1L._SL160_.jpg,HomeAndKitchen,0,0,Exo,false
B0757631XR,"Fortune Premium Kachi Ghani Pure Mustard Oil, 910G PET Bottle (Weight May Vary)",285,320,₹,10,35,https://www.amazon.in/dp/B0757631XR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/419b2v55pWL._SL160_.jpg,HealthPersonalCare,0,0,FORTUNE,true
