ASIN,Product Title,Current Price,Original Price,Currency,Discount %,Savings Amount,URL,Image URL,Category,Brand,Prime
B0FS1K4LKG,Enakshi® 2xCoffee Stir Stick Sturdy Wood Stirrer for Cocktail Shaker Coffee Coffee Shop|Collectibles | Barware | Swizzle/Stir Sticks,608,1502,₹,59,894,https://www.amazon.in/dp/B0FS1K4LKG?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/11Qqkn1JP8L._SL160_.jpg,Collectibles,,false
B0DQD8HWWG,"GRENARO Mic for YouTube Wireless, 3-Level Adjustable Noise Reduction Mic Wireless,S12 Wireless Microphone for Youtubers with LED Indicator Light (Single Channel Type-C Port Version)",838,1999,₹,58,1161,https://www.amazon.in/dp/B0DQD8HWWG?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41MhjOOnxLL._SL160_.jpg,MusicalInstruments,,false
B0CPSD3ZY6,"Fake It 'til You Make It: A laugh-out-loud, fake-dating romantic comedy from Laura Carter",154,367,₹,58,213,https://www.amazon.in/dp/B0CPSD3ZY6?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41d9QKZK+UL._SL160_.jpg,KindleStore,,false
B09YJ475JC,Lifelong LLYM92 Yoga mat for Women & Men EVA Material 4mm Grey Anti Slip for Gym Workout,299,699,₹,57,400,https://www.amazon.in/dp/B09YJ475JC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41gej-IvzDL._SL160_.jpg,SportsAndOutdoors,,false
B08HSN58RK,"Konvio Neer Imported Tds Meter, Total Dissolved Solids Meter, Water Quality Tester, Ppm Tester For Water Testing - White",299,699,₹,57,400,https://www.amazon.in/dp/B08HSN58RK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21l5+NsxCxS._SL160_.jpg,GardenAndOutdoor,,false
B0C43NYG9R,"Eveready CITYLITE Multipurpose Emergency Rechargeable Lantern|HL50|2W Torch & 3W Lantern|Micro USB Fast Charging|Overcharge Protection|Powered by 3.7V Li-Ion Battery|Red, Blue & Green, LED, 220 Lumen",329,750,₹,56,421,https://www.amazon.in/dp/B0C43NYG9R?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51zobBsIQUL._SL160_.jpg,SportsAndOutdoors,,false
B01GFTEV5Y,"Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop With Crystal Glass,7 Segments LED Display, Auto Switch Off - Black",1399,3193,₹,56,1794,https://www.amazon.in/dp/B01GFTEV5Y?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41elhpwGJyL._SL160_.jpg,Appliances,,false
B0F54GKQ38,"Milton Rapid Electric Kettle 1.8L | 1500 Watts | Stainless Steel Hot Water portable Electric Kettle for Home, Office | Auto Shut-Off with Wide Mouth | Cool-touch Handle and Single-Touch Lid Lock",649,1499,₹,56,850,https://www.amazon.in/dp/B0F54GKQ38?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31aC0p8ZeQL._SL160_.jpg,Appliances,,false
B0CSN6N2L2,"ZEBRONICS Transformer PRO Gaming Wireless Keyboard & Mouse Combo with 2.4GHz, Aluminum Body, Built in Battery, Multicolor LED Modes, Type C, Double Shot Keycaps, up to 4000 DPI",1799,3999,₹,55.01,2200,https://www.amazon.in/dp/B0CSN6N2L2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41SOsxHfibL._SL160_.jpg,VideoGames,,false
B0FC3LXNP4,"Samsung Galaxy Watch Ultra Smartwatch - 2025 Version, 47mm, Titanium Blue, LTE (CAD Version & Warranty) - Durable Titanium Casing, Cushion Design, Quick Button, AI-Powered Health Monitoring",31250,69999,₹,55,38749,https://www.amazon.in/dp/B0FC3LXNP4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41ixIqGrw5L._SL160_.jpg,Watches,,false
B0D66VB4TH,EvoFox Blaze Ultra Value 8 Button Programmable Gaming Mouse with 1000Hz Polling Rate | Gaming Grade DPI 200 to 12800 | Ultra-Responsive 7000fps | RGB Lights with Music sync Mode | Windows Software,583,1299,₹,55,716,https://www.amazon.in/dp/B0D66VB4TH?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/4100Epo9nmL._SL160_.jpg,VideoGames,,false
B09SLQPK3T,"Misamo Enterprise PVC Wall Hooks, Pack of 15, Transparent",179,399,₹,55,220,https://www.amazon.in/dp/B09SLQPK3T?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41tHrcufr1L._SL160_.jpg,ToolsAndHomeImprovement,,false
B073VKKNN9,Kaspersky | Premium - Total Security (Ultimate Security) | 1 Device | 1 Year | Email Delivery in 1 Hour,469,1049,₹,55,580,https://www.amazon.in/dp/B073VKKNN9?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51nq4sdBAsL._SL160_.jpg,Software,,false
9387779262,"My First Library: Boxset of 10 Board Books for Kids (Pack 1) | Includes ABC, Numbers, Shapes, Colors, Wild Animals, Farm Animals & Pets, Birds, Fruits, Vegetables & Transport | Early Learning Board Books for Babies, Toddlers & Preschoolers | Ages 0-3 Years",359,799,₹,55,440,https://www.amazon.in/dp/9387779262?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51CIxpl1ZoL._SL160_.jpg,Books,,false
B0D1M7GJYX,"Mommers Xylophone Musical Educational Toy for Kid (1-3Year Old) I Toddlers Babies Kids Girls, Boys I 2-in-1 Piano Combined I Safe for Drum Sticks for Fast and Fun Learning for Kid Pink",184,399,₹,53,215,https://www.amazon.in/dp/B0D1M7GJYX?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/415RgkdbQzL._SL160_.jpg,MusicalInstruments,,false
B0FRZ9DFWW,"K9 Dual Wireless Lavalier Microphone for Android/iPhone – 3-in-1 Collar Mic with USB-C & Lightning Plug | Furry Windscreens | Noise Cancellation | Vlogging, YouTube, Interviews, Reels (Blackcolour)",699,1499,₹,53,800,https://www.amazon.in/dp/B0FRZ9DFWW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/412sa06TPfL._SL160_.jpg,MusicalInstruments,,false
B07Q2BRTV7,Amazon Brand - Supples Premium Baby Diaper Pants | 62 Baby Diapers | Large | 9-14 Kg | 12 Hrs Absorption | Cushiony Cotton Soft Fabric | Phthalates-Free | Triple Leak Guard,439,945,₹,53,506,https://www.amazon.in/dp/B07Q2BRTV7?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41D+CHyFo+L._SL160_.jpg,Fashion,,false
B07Q2CS1BC,Amazon Brand - Supples Premium Baby Diaper Pants | 54 Baby Diapers | XL | 12-17 Kg | 12 Hrs Absorption | Cushiony Cotton Soft Fabric | Phthalates-Free | Triple Leak Guard,439,943,₹,53,504,https://www.amazon.in/dp/B07Q2CS1BC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Ql0bLHvbL._SL160_.jpg,Apparel,,false
B01LYBZX6Y,"CELLO Checkers PET Canister Set of 18 (300ml x 6, 650ml x 6, 1200 x 6), Transparent| Food grade | Stackable | For Grains, Pulses, Spice, Cereals, Cookies, Dry Fruits | Fridge Storage Container",529,1119,₹,52,590,https://www.amazon.in/dp/B01LYBZX6Y?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51nbqUW7ClL._SL160_.jpg,ToysAndGames,,false
B07JQH1L83,"UGREEN HDMI Switch 2 in 1 Out 4K 60Hz Splitter, Bi-Directional 2 Input 1 Output Support 3D Compatible with Xbox PS4 PS5 Blu-Ray Player TV Stick HDTV Monitor",1165,2338,₹,50,1173,https://www.amazon.in/dp/B07JQH1L83?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31j6BMC4sZL._SL160_.jpg,MoviesAndTV,,false
B0F3836QQ2,Club Bollywood®Durable PVC Metal Guitar Replacement Electric Drill String Winder Plug Peg Puller|||• |1X Guitar Electric Drill Plug,529,1060,₹,50,531,https://www.amazon.in/dp/B0F3836QQ2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31bP5Nj738L._SL160_.jpg,Collectibles,,false
B0F382PLNR,Club Bollywood®Portable Smoking Pipe Storage Case Moisturize Box Holder| | |• |1 Piece Smoking Pipe Holder Case,781,1560,₹,49,779,https://www.amazon.in/dp/B0F382PLNR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41dwEsRpl+L._SL160_.jpg,Collectibles,,false
B0BTD4S4XF,"American Tourister Valex Laptop Backpack, 28L & 17"" Inch Laptop Compartment, front organiser, bottle holder Backpack Bag For Man And Women, Black",1299,2500,₹,48.04,1201,https://www.amazon.in/dp/B0BTD4S4XF?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31G4L00mBjL._SL160_.jpg,Luggage,,false
B09MVWPC23,"LuvLap Pant Style Baby Diapers, X-Large (XL), 54 Count, For babies of Upto 12-17Kg with Aloe Vera Lotion for rash protection, with upto 12hr protection, Diapers",519,999,₹,48,480,https://www.amazon.in/dp/B09MVWPC23?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41nS5r5+FnL._SL160_.jpg,Baby,,false
B07WMS7TWB,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. (Silver)",579,1101,₹,47,522,https://www.amazon.in/dp/B07WMS7TWB?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31na34LxwmL._SL160_.jpg,HomeAndKitchen,,false
B0D2R2MXXJ,"Samsung Original 25W Type-C Travel Adaptor Without Cable, White",899,1699,₹,47,800,https://www.amazon.in/dp/B0D2R2MXXJ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/21e1IagopSL._SL160_.jpg,Electronics,,false
B085366TJW,"EvoFox Fireblade TKL Semi-Mechanical Gaming Keyboard with Rainbow Backlit& Breathing Effect, Floating Keycaps, 19 Anti-Ghosting & 12 Multimedia Keys, Windows Lock Key, Braided Cable (Black)",698,1299,₹,46,601,https://www.amazon.in/dp/B085366TJW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31-rF5rB3UL._SL160_.jpg,VideoGames,,false
B0D962SZZ1,"Fastrack Limitless FS2+ Smart Watch, 2.01"" UltraVU Display, Functional Crown, SingleSync BT Calling, 110+ Sports Modes, 200+ Smartwatch Faces, Upto 7 Day Battery, AI Voice Assistant (Black)",1599,2995,₹,46,1396,https://www.amazon.in/dp/B0D962SZZ1?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41UMUdeigrL._SL160_.jpg,Watches,,false
B0DGGVHMDS,"Fastrack Astor FR2 Pro 1.43"" AMOLED Stainless Steel Smart Watch with SpO2, Heart Rate, BT Calling, Adaptive AOD, Functional Crown, AI Voice Assistant – Smartwatch for Stylish Professionals (Black)",2999,5499,₹,45,2500,https://www.amazon.in/dp/B0DGGVHMDS?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/412iPERxh+L._SL160_.jpg,Watches,,false
B0CQRNWJM2,"ZEBRONICS Blanc Slim Wireless Mouse with Rechargeable Battery, BT + 2.4GHz, 4 Buttons, 800/1200/1600 DPI, Silent Operation, Multicolor LED Lights",436,799,₹,45,363,https://www.amazon.in/dp/B0CQRNWJM2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31kSpToKi8L._SL160_.jpg,VideoGames,,false
B07XLML2YS,Tapo C200 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV White,1799,3299,₹,45,1500,https://www.amazon.in/dp/B07XLML2YS?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31676ChqGqL._SL160_.jpg,ToolsAndHomeImprovement,,false
B00CBRJ34E,"Parachute Advansed Deep Nourish Body Lotion for Women & Men, Dry Skin, 400ml | Pure Coconut Milk, 100% Natural, 72h Moisturisation",149,275,₹,45,126,https://www.amazon.in/dp/B00CBRJ34E?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31nrumB-R3L._SL160_.jpg,Beauty,,false
B09MVWHJ9J,"LuvLap Pant Style Baby Diapers, Large (L), 62 Count, For babies of Upto 9-14Kg with Aloe Vera Lotion for rash protection, with upto 12hr protection, Diapers",545,999,₹,45,454,https://www.amazon.in/dp/B09MVWHJ9J?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41pLhrGwBDL._SL160_.jpg,Baby,,false
B0BTV16YBF,50 Things to Realize Before It's too late (Thought Provoking Series Book 1),248,449,₹,44,201,https://www.amazon.in/dp/B0BTV16YBF?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41+hQSty+tL._SL160_.jpg,KindleStore,,false
B0D78X544X,"Redmi 13 5G Prime Edition, Hawaiian Blue, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",11199,19999,₹,44,8800,https://www.amazon.in/dp/B0D78X544X?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51hAAMX6sBL._SL160_.jpg,Electronics,,false
1847941834,Atomic Habits: The life-changing million copy bestseller,495,899,₹,44,404,https://www.amazon.in/dp/1847941834?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/419aJfhczCL._SL160_.jpg,Books,,false
B073VKKNND,"McAfee Total Protection 2025 | 1 Device, 1 Year | Antivirus Internet Security Software | Scam Protection & Identity Monitoring Included | PC/Mac/Android/iOS | Email Delivery",740,1299,₹,43,559,https://www.amazon.in/dp/B073VKKNND?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41C1i1XrN1L._SL160_.jpg,Software,,false
B07JF9B592,Maono AU-400 Lavalier Microphone (Black),397,699,₹,43,302,https://www.amazon.in/dp/B07JF9B592?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/413viCgpI+L._SL160_.jpg,MusicalInstruments,,false
B01069X4H0,The 7 Habits of Highly Effective People: The Infographics Edition,251,448,₹,43,197,https://www.amazon.in/dp/B01069X4H0?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41mA50L+gQL._SL160_.jpg,KindleStore,,false
B09GP8BLSM,NOVEL Baby Wet Wipes/Pack With Lid (Pack of 6-80 Sheet),281,500,₹,43,219,https://www.amazon.in/dp/B09GP8BLSM?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51nF1JKdWCL._SL160_.jpg,Baby,,false
B00H5NMNXC,Himalaya Gentle Baby Shampoo (400 ml),227,400,₹,43,173,https://www.amazon.in/dp/B00H5NMNXC?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31g+JyVk7pL._SL160_.jpg,Baby,,false
B0BZSQGFQ6,"GM 3 Pin 6 AMP Universal Multiplug Travel Adapter with 4 Charging Point | Useful for Home Applications, Mobiles, Computers, Laptops | Adapter with Inbuilt Surge Protector & Power Indicator | GM 3019",229,390,₹,41,161,https://www.amazon.in/dp/B0BZSQGFQ6?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31LMprx4UvL._SL160_.jpg,Luggage,,false
B0CNM27L5P,"SNEAKARE Quick Shoe Cleaning Kit | Contains 150ml Foam Shoe Cleaner & 1 Medium Shoes Brush | Sneaker Cleaning Kit | Suitable for Sneakers, Nubuck, Leather, Suede & Sport Shoes",298,499,₹,40,201,https://www.amazon.in/dp/B0CNM27L5P?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41w98Jer+eL._SL160_.jpg,Shoes,,false
B08F6MVHRR,V For Vendetta,2999,4999,₹,40,2000,https://www.amazon.in/dp/B08F6MVHRR?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/411ZNKeaXEL._SL160_.jpg,MoviesAndTV,,false
B0D53YGZNK,"Cubiker Engineered Wood Multipurpose Foldable Laptop Table with Cup Holder | Table Home Study Writing Table, Foldable and Portable/Ergonomic Edges (Black - 60[L] X 40[W] X 24[H] Cm)",599,999,₹,40,400,https://www.amazon.in/dp/B0D53YGZNK?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31urzPIxpwL._SL160_.jpg,Furniture,,false
B0DDYC3R72,Handymade (koduku Aruval) for Agricultural Use | Made of Strong Suspension Leaf | Heavyduity Billhook | Iron Aruval with Wooden Handle/Kattan Vettukathi/Coconut Cutting Aruva,1499,2499,₹,40,1000,https://www.amazon.in/dp/B0DDYC3R72?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31uFM3xnArL._SL160_.jpg,Collectibles,,false
B0CBNR2ML6,"Mattel Games ​UNO Show ‘em No Mercy Card Game for Kids, Adults & Family Parties and Travel with Extra Cards, Special Rules and Tougher Penalties.",181,299,₹,39,118,https://www.amazon.in/dp/B0CBNR2ML6?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51Wv2s7pOpL._SL160_.jpg,ToysAndGames,,false
B0BF9L5CK8,Persona 5 Royal Standard Ed,3390,5499,₹,38,2109,https://www.amazon.in/dp/B0BF9L5CK8?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/516uCx8lMyL._SL160_.jpg,MoviesAndTV,,false
B07575FPC3,"Tata Salt 1 Kg, Free Flowing and Iodised Namak, Vacuum Evaporated, Salt in Fresh",93,150,₹,38,57,https://www.amazon.in/dp/B07575FPC3?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51ZkJ-B1EYL._SL160_.jpg,GroceryAndGourmetFood,,false
B0817S14MZ,"LuvLap Moisturising Wipes with Aloe Vera Lid (72 Wipes/Pack, Pack of 3)",212,345,₹,38,133,https://www.amazon.in/dp/B0817S14MZ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41lFvVnqkgL._SL160_.jpg,Apparel,,false
B08F38HSMN,ToysBuddy Kick and Play Multi-Function ABS High Grade Plastic Piano Baby Gym and Fitness Rack Products,546,868,₹,37,322,https://www.amazon.in/dp/B08F38HSMN?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/411VjT3iOIL._SL160_.jpg,ToysAndGames,,false
B0CSPG8D76,Ariel Matic Liquid Detergent Top Load - 4L | Removes 7 day dried-in Stains in 1 wash inside Washing Machine | Now at Price of Powders | Amazing Fragrance | Protects Colours | Dissolves Faster,509,809,₹,37,300,https://www.amazon.in/dp/B0CSPG8D76?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41qnWIhKLTL._SL160_.jpg,Industrial,,false
B07KCCSJG8,Shadow Securitronics Tom CAT No Entry Rat Repellent Spray for Cars Highly Effective with and Lasts 1 Year Leak Free Easy to Spray Nozzle 1st time in India (1) - FORMULATION 1 X,440,699,₹,37,259,https://www.amazon.in/dp/B07KCCSJG8?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41QFJET35OL._SL160_.jpg,GardenAndOutdoor,,false
B07Y8T68PS,"Mamypoko pants All Night Absorb| Pant Style Baby Diapers Large Size(L), 44 Count, Ideal for 9-14Kgs|+50% wider and repeated absorption for all night 12hr protection from leakage, prevents heaviness.",375,599,₹,37,224,https://www.amazon.in/dp/B07Y8T68PS?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51fx9BccYRL._SL160_.jpg,Baby,,false
B07Y8S7T6M,"Mamypoko Pants All Night Absorb| Pant Style Baby Diapers Large Size(L), 66 Count, Ideal for 9-14Kgs|+50% Wider and Repeated Absorption for All Night 12hr Protection from Leakage, Prevents Heaviness.",,,₹,37,,https://www.amazon.in/dp/B07Y8S7T6M?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51bzP8JMlyL._SL160_.jpg,Baby,,false
B073VLGMZ4,"McAfee Total Protection 2025 | 1 Device, 3 Years | Antivirus Internet Security Software | Scam Protection & Identity Monitoring Included | PC/Mac/Android/iOS | Email Delivery",1599,2500,₹,36,901,https://www.amazon.in/dp/B073VLGMZ4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51WS+IgtDKL._SL160_.jpg,Software,,false
B07Y8SD66L,"Mamypoko Pants All Night Absorb| Pant Style Baby Diapers Medium Size(M), 72 Count, Ideal for 7-12Kgs|+50% Wider and Repeated Absorption for All Night 12hr Protection from Leakage, Prevents Heaviness.",572,899,₹,36,327,https://www.amazon.in/dp/B07Y8SD66L?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51EryddR-DL._SL160_.jpg,Baby,,false
B07JPGWH5R,Mother Sparsh 99% Pure Water (Unscented) Baby Wipes with Lid I Natural Plant made cloth - Super thick Wet Wipes I 72 pcs/pack - Pack of 2 (Super Saver Pack),369,568,₹,35,199,https://www.amazon.in/dp/B07JPGWH5R?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41M2v6n88IL._SL160_.jpg,Apparel,,false
B0DZ6LLZTT,"EvoFox One S 3-Mode Wireless Gamepad – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile & Console Gaming",1499,2299,₹,34,800,https://www.amazon.in/dp/B0DZ6LLZTT?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31yXL-WHk7L._SL160_.jpg,VideoGames,,false
B074N7VHV4,"Tata Sampann Unpolished Toor Dal/Arhar Dal, 1kg",137,210,₹,34,73,https://www.amazon.in/dp/B074N7VHV4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51WVHJCjMWL._SL160_.jpg,HealthPersonalCare,,false
B0D8BL4SD2,"SHOEGR Instant Duo Shoe Cleaning Kit | 2 x Shoe Cleaning Foam (150ml) and 1 All Purpose Shoe Cleaner Brush, White Shoes Cleaning Kit, Sneaker Cleaner Kit For Sneakers, Sports Shoe Cleaner Foam Spray",397,599,₹,33,202,https://www.amazon.in/dp/B0D8BL4SD2?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41kDwb6rIlL._SL160_.jpg,Shoes,,false
B08GYDZ6SF,UCRAVO Double Sided Tape Heavy Duty - Multipurpose Removable Traceless Mounting Adhesive Tape for Walls，Washable Reusable Strong Sticky Strips Grip Tape,199,299,₹,33,100,https://www.amazon.in/dp/B08GYDZ6SF?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41lBPkOf52L._SL160_.jpg,OfficeProducts,,false
B0CSPCZ3DZ,Ariel Liquid Detergent Front Load - 4L | Removes 7 day dried-in Stains in 1 wash inside Washing Machine | Now at Price of Powders | Amazing Fragrance | Protects Colours | Dissolves Faster,605,909,₹,33,304,https://www.amazon.in/dp/B0CSPCZ3DZ?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/4197D5A7syL._SL160_.jpg,Industrial,,false
B0DSVQVF98,"Happi Planet | Kitchen Cleaner | India’s 1st Foaming Formulation for Less Scrubbing | 500ml | Suitable for Stoves, Chimneys, Counter Tops, Appliances, Walls & Cabinets | Non Toxic & Natural",200,299,₹,33,99,https://www.amazon.in/dp/B0DSVQVF98?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41WV9xqHY2L._SL160_.jpg,HealthPersonalCare,,false
B0DG64CL4M,"Happi Planet | Tap Cleaner & Limescale Remover | India’s 1st Foaming Formulation for Reduced Scrubbing Effort, Non-Toxic | 500ml | All Purpose Cleaner Suitable for Bathroom, Tap, Shower, Tiles, Mirror",200,299,₹,33,99,https://www.amazon.in/dp/B0DG64CL4M?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41Iyv7Jn0UL._SL160_.jpg,HealthPersonalCare,,false
B0DFQ1R3W4,"OnePlus Nord Buds 3 Truly Wireless Bluetooth in Ear Earbuds with Up to 32Db Active Noise Cancellation,10Mins for 11Hours Fast Charging with Up to 43H Music Playback -Harmonic Gray",1899,2799,₹,32,900,https://www.amazon.in/dp/B0DFQ1R3W4?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31gtxHHEj9L._SL160_.jpg,Electronics,,false
B0B6XQGXJW,"L Oréal Paris Moisture Filling Shampoo, With Hyaluronic Acid, For Dry & Dehydrated Hair, Adds Shine & Bounce, Hyaluron Moisture 72H, 340Ml.",264,389,₹,32,125,https://www.amazon.in/dp/B0B6XQGXJW?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/31tSZsGHcuL._SL160_.jpg,Beauty,,false
B07PJQX981,"Beco Reusable Kitchen Towel Roll-2000 Times Washable|Soft & Highly Absorbent|Better Alternative to Dishcloth, Kitchen Tissue Paper Roll/Paper Towel|Eco Bamboo Wipes for Home Cleaning|20 Sheets",239,350,₹,31,111,https://www.amazon.in/dp/B07PJQX981?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41bNnbPE9mL._SL160_.jpg,Industrial,,false
B0DLW427YG,"Redmi A4 5G (Sparkle Purple, 4GB RAM, 64GB Storage) | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging | Charger in The Box",7499,10999,₹,31,3500,https://www.amazon.in/dp/B0DLW427YG?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/4146RWmsLuL._SL160_.jpg,Electronics,,false
B000LQUA6M,Simple Kind To Skin Refreshing Facial Wash 150 ml | 100% Soap-Free Facewash that doesn't dry out your skin| For All Skin Types,265,385,₹,31,120,https://www.amazon.in/dp/B000LQUA6M?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/41t2s0QoMSL._SL160_.jpg,Beauty,,false
0241745160,"Diary of a Wimpy Kid: Partypooper | Hilarious 20th Book in Jeff Kinney’s #1 International Bestseller Series Filled with Birthday Chaos, Laugh-Out-Loud ... Fun: THE BRAND-NEW, HILARIOUS WIMPY KID BOOK",478,699,₹,31,221,https://www.amazon.in/dp/0241745160?tag=discount0e8e-21&linkCode=osi&th=1&psc=1,https://m.media-amazon.com/images/I/51nPmtDIV5L._SL160_.jpg,Books,,false
